locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b2846,yqeH,U00096.3,,2987536,2988168,+,putative LuxR family transcriptional regulator YqeH,Transcription,Q46941,Op2797
b2847,yqeI,U00096.3,,2988502,2989311,+,putative transcriptional regulator YqeI,Transcription,Q46942,Op2798
b2848,yqeJ,U00096.3,,2989304,2989786,+,protein YqeJ,No COG annotation,Q46943,Op2799
b4683,yqeL,U00096.3,,2989819,2989899,-,uncharacterized protein YqeL,No COG annotation,C1P613,Op2800
b2849,yqeK,U00096.3,,2989935,2990360,-,protein YqeK,No COG annotation,P77136,Op2801
b2851,ygeG,U00096.3,,2991268,2991759,+,TPR repeat-containing putative chaperone YgeG,Function unknown,Q46787,Op2802
b2852,ygeH,U00096.3,,2992094,2993470,+,putative transcriptional regulator YgeH,Transcription,P76639,Op2803
b2853,ygeI,U00096.3,,2993638,2993856,+,protein YgeI,No COG annotation,Q46789,Op2804
b2860,insD4,U00096.3,,2996372,2997277,-,IS2 insertion element protein InsB,"Replication, recombination and repair",P0CF56,Op2805
b2861,insC4,U00096.3,,2997235,2997600,-,IS2 insertion element repressor InsA,"Replication, recombination and repair",P0CF43,Op2806
b2863,ygeQ,U00096.3,,2998034,2998828,-,putative lipoprotein YgeQ,Carbohydrate transport and metabolism,Q46797,Op2807
b2865,actS,U00096.3,,2999136,2999891,-,amidase activator,Cell wall/membrane/envelope biogenesis,Q46798,Op2808
b2866,xdhA,U00096.3,,3000345,3002603,+,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,Nucleotide transport and metabolism,Q46799,Op2809
b2867,xdhB,U00096.3,,3002614,3003492,+,putative xanthine dehydrogenase FAD-binding subunit XdhB,Nucleotide transport and metabolism,Q46800,Op2810
b2868,xdhC,U00096.3,,3003489,3003968,+,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,Nucleotide transport and metabolism,Q46801,Op2811
b2869,ygeV,U00096.3,,3004008,3005786,-,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,Q46802,Op2812
b2870,ygeW,U00096.3,,3006262,3007452,+,putative carbamoyltransferase YgeW,Nucleotide transport and metabolism,Q46803,Op2813
b2871,ygeX,U00096.3,,3007510,3008706,+,2%2C3-diaminopropionate ammonia-lyase,Amino acid transport and metabolism,P66899,Op2814
b2872,ygeY,U00096.3,,3008764,3009975,+,putative peptidase YgeY,Amino acid transport and metabolism,P65807,Op2815
b2873,hyuA,U00096.3,,3010028,3011413,+,phenylhydantoinase,Nucleotide transport and metabolism,Q46806,Op2816
b2874,yqeA,U00096.3,,3011461,3012393,+,putative amino acid kinase YqeA,Amino acid transport and metabolism,Q46807,Op2817
b2875,yqeB,U00096.3,,3012614,3014239,-,XdhC-CoxI family protein YqeB,"Post-translational modification, protein turnover, and chaperones",Q46808,Op2818
b2876,yqeC,U00096.3,,3014287,3015057,-,uncharacterized protein YqeC,Cell wall/membrane/envelope biogenesis,Q46809,Op2819
b2877,mocA,U00096.3,,3015160,3015738,+,molybdenum cofactor cytidylyltransferase,Function unknown,Q46810,Op2820
b2878,ygfK,U00096.3,,3016060,3019158,+,putative oxidoreductase%2C Fe-S subunit,Energy production and conversion,Q46811,Op2821
b2879,ssnA,U00096.3,,3019161,3020489,+,putative aminohydrolase SsnA,Nucleotide transport and metabolism,Q46812,Op2822
b2880,ygfM,U00096.3,,3020540,3021319,+,putative oxidoreductase,Energy production and conversion,P64557,Op2823
b2881,xdhD,U00096.3,,3021316,3024186,+,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,Nucleotide transport and metabolism,Q46814,Op2824
b2882,xanQ,U00096.3,,3024351,3025751,+,xanthine:H(+) symporter XanQ,Nucleotide transport and metabolism,P67444,Op2825
b2883,guaD,U00096.3,,3025766,3027085,+,guanine deaminase,Nucleotide transport and metabolism,P76641,Op2826
b4464,ghxQ,U00096.3,,3027121,3028488,+,guanine/hypoxanthine transporter GhxQ,Function unknown,Q46817,Op2827
b2886,ygfS,U00096.3,,3028524,3029012,-,putative electron transport protein YgfS,Energy production and conversion,Q46819,Op2828
b2887,ygfT,U00096.3,,3029012,3030931,-,putative oxidoreductase YgfT,Energy production and conversion,Q46820,Op2829
b2888,uacT,U00096.3,,3031367,3032815,+,urate:H(+) symporter,Nucleotide transport and metabolism,Q46821,Op2830
b4684,yqfG,U00096.3,,3032817,3032942,+,uncharacterized protein YqfG,No COG annotation,C1P614,Op2831
b4753,yqfH,U00096.3,,3032939,3033010,-,protein YqfH,No COG annotation,P0DPP4,Op2832
b2889,idi,U00096.3,,3033065,3033613,+,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,Q46822,Op2833
b2890,lysS,U00096.3,,3033657,3035174,-,lysine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P0A8N3,Op2834
b2891,prfB,U00096.3,,3035184,3036206,-,peptide chain release factor RF2,"Translation, ribosomal structure and biogenesis",P07012,Op2835
b2892,recJ,U00096.3,,3036373,3038106,-,ssDNA-specific exonuclease RecJ,"Replication, recombination and repair",P21893,Op2836
b2893,dsbC,U00096.3,,3038112,3038822,-,protein disulfide isomerase DsbC,"Post-translational modification, protein turnover, and chaperones",P0AEG6,Op2837
b2894,xerD,U00096.3,,3038847,3039743,-,site-specific recombinase,"Replication, recombination and repair",P0A8P8,Op2838
b2895,fldB,U00096.3,,3039855,3040376,+,flavodoxin 2,Energy production and conversion,P0ABY4,Op2839
b2896,ygfX,U00096.3,,3040416,3040823,-,protein YgfX,Function unknown,Q46824,Op2840
b2897,sdhE,U00096.3,,3040804,3041070,-,FAD assembly factor,Function unknown,P64559,Op2841
b2898,ygfZ,U00096.3,,3041313,3042293,+,folate-binding protein,Function unknown,P0ADE8,Op2842
b2899,yqfA,U00096.3,,3042489,3043148,-,hemolysin-III family protein YqfA,Function unknown,P67153,Op2843
b2900,yqfB,U00096.3,,3043312,3043623,-,N(4)-acetylcytidine amidohydrolase,Function unknown,P67603,Op2844
b2901,bglA,U00096.3,,3043662,3045101,+,6-phospho-beta-glucosidase A,Carbohydrate transport and metabolism,Q46829,Op2845
b2902,ygfF,U00096.3,,3045158,3045901,-,putative oxidoreductase YgfF,Lipid transport and metabolism,P52037,Op2846
b2903,gcvP,U00096.3,,3046168,3049041,-,glycine decarboxylase,Amino acid transport and metabolism,P33195,Op2847
b2904,gcvH,U00096.3,,3049160,3049549,-,glycine cleavage system H protein,Amino acid transport and metabolism,P0A6T9,Op2848
b2905,gcvT,U00096.3,,3049573,3050667,-,aminomethyltransferase,Amino acid transport and metabolism,P27248,Op2849
b4754,yqfI,U00096.3,,3050958,3051041,+,protein YqfI,No COG annotation,P0DPP5,Op2850
b2906,ubiI,U00096.3,,3051115,3052317,-,2-octaprenylphenol 6-hydroxylase,Energy production and conversion,P25535,Op2851
b2907,ubiH,U00096.3,,3052340,3053518,-,2-octaprenyl-6-methoxyphenol 4-hydroxylase,Energy production and conversion,P25534,Op2852
b2908,pepP,U00096.3,,3053515,3054840,-,Xaa-Pro aminopeptidase,Amino acid transport and metabolism,P15034,Op2853
b2909,ygfB,U00096.3,,3054866,3055444,-,PF03695 family protein YgfB,Function unknown,P0A8C4,Op2854
b2910,zapA,U00096.3,,3055612,3055941,+,cell division protein ZapA,"Cell cycle control, cell division, chromosome partitioning",P0ADS2,Op2855
b2912,fau,U00096.3,,3056241,3056789,+,putative 5-formyltetrahydrofolate cyclo-ligase,Coenzyme transport and metabolism,P0AC28,Op2856
b4665,ibsC,U00096.3,,3056890,3056949,-,toxic peptide IbsC,No COG annotation,C1P615,Op2857
b2913,serA,U00096.3,,3057178,3058410,-,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,P0A9T0,Op2858
b2914,rpiA,U00096.3,,3058666,3059325,-,ribose-5-phosphate isomerase A,Carbohydrate transport and metabolism,P0A7Z0,Op2859
b2916,argP,U00096.3,,3059753,3060646,+,DNA-binding transcriptional dual regulator ArgP,Transcription,P0A8S1,Op2860
b2917,scpA,U00096.3,,3060850,3062994,+,methylmalonyl-CoA mutase,Lipid transport and metabolism,P27253,Op2861
b2918,argK,U00096.3,,3062987,3063982,+,methylmalonyl-CoA mutase-interacting GTPase YgfD,Amino acid transport and metabolism,P27254,Op2862
b2919,scpB,U00096.3,,3063993,3064778,+,methylmalonyl-CoA decarboxylase,Lipid transport and metabolism,P52045,Op2863
b2920,scpC,U00096.3,,3064802,3066280,+,propionyl-CoA:succinate CoA transferase,Energy production and conversion,P52043,Op2864
b2921,ygfI,U00096.3,,3066277,3067173,-,putative DNA-binding transcriptional regulator YgfI,Transcription,P52044,Op2865
b2922,yggE,U00096.3,,3067340,3068080,-,DUF541 domain-containing protein YggE,Function unknown,P0ADS6,Op2866
b2923,argO,U00096.3,,3068173,3068808,-,L-arginine exporter,Function unknown,P11667,Op2867
b2924,mscS,U00096.3,,3068947,3069807,-,small conductance mechanosensitive channel MscS,Cell wall/membrane/envelope biogenesis,P0C0S1,Op2868
b2925,fbaA,U00096.3,,3070165,3071244,-,fructose-bisphosphate aldolase class II,Nucleotide transport and metabolism,P0AB71,Op2869
b2926,pgk,U00096.3,,3071459,3072622,-,phosphoglycerate kinase,Nucleotide transport and metabolism,P0A799,Op2870
b2927,epd,U00096.3,,3072672,3073691,-,D-erythrose-4-phosphate dehydrogenase,Coenzyme transport and metabolism,P0A9B6,Op2871
b2928,yggC,U00096.3,,3073976,3074689,-,P-loop NTPase domain-containing protein YggC,Nucleotide transport and metabolism,P11664,Op2872
b2929,fumE,U00096.3,,3074686,3075195,-,fumarase E,Transcription,P11663,Op2873
b2930,yggF,U00096.3,,3075217,3076182,-,fructose 1%2C6-bisphosphatase YggF,Carbohydrate transport and metabolism,P21437,Op2874
b4465,yggP,U00096.3,,3076179,3077456,-,putative zinc-binding dehydrogenase YggP,Amino acid transport and metabolism,P52048,Op2875
b2933,cmtA,U00096.3,,3077471,3078859,-,mannitol-specific PTS enzyme IICB component CmtA,Carbohydrate transport and metabolism,P69826,Op2876
b2934,cmtB,U00096.3,,3078887,3079330,-,mannitol-specific PTS enzyme IIA component CmtB,Carbohydrate transport and metabolism,P69824,Op2877
b2935,tktA,U00096.3,,3079644,3081635,-,transketolase 1,Carbohydrate transport and metabolism,P27302,Op2878
b2936,loiP,U00096.3,,3081913,3082671,+,metalloprotease LoiP,"Post-translational modification, protein turnover, and chaperones",P25894,Op2879
b2937,speB,U00096.3,,3082877,3083797,-,agmatinase,Amino acid transport and metabolism,P60651,Op2880
b2938,speA,U00096.3,,3083935,3085911,-,biosynthetic arginine decarboxylase,Coenzyme transport and metabolism,P21170,Op2881
b2939,yqgB,U00096.3,,3085920,3086051,-,acid stress response protein YqgB,Function unknown,P64567,Op2882
b4784,yqgG,U00096.3,,3086145,3086288,-,protein YqgG,No COG annotation,P0DSG2,Op2883
b2940,yqgC,U00096.3,,3086187,3086402,+,protein YqgC,Function unknown,P64570,Op2884
b2941,yqgD,U00096.3,,3086399,3086650,-,DUF2684 domain-containing protein YqgD,Function unknown,P46879,Op2885
b2942,metK,U00096.3,,3086706,3087860,+,methionine adenosyltransferase,Coenzyme transport and metabolism,P0A817,Op2886
b2943,galP,U00096.3,,3088284,3089678,+,galactose:H(+) symporter,Amino acid transport and metabolism,P0AEP1,Op2887
b2944,yggI,U00096.3,,3089755,3090252,+,protein YggI,Function unknown,P39902,Op2888
b2945,endA,U00096.3,,3090347,3091054,+,DNA-specific endonuclease I,"Replication, recombination and repair",P25736,Op2889
b2946,rsmE,U00096.3,,3091134,3091865,+,16S rRNA m(3)U1498 methyltransferase,"Translation, ribosomal structure and biogenesis",P0AGL7,Op2890
b2947,gshB,U00096.3,,3091878,3092828,+,glutathione synthetase,Nucleotide transport and metabolism,P04425,Op2891
b2948,yqgE,U00096.3,,3092937,3093500,+,DUF179 domain-containing protein YqgE,Transcription,P0A8W5,Op2892
b2949,yqgF,U00096.3,,3093500,3093916,+,ribonuclease H-like domain-containing nuclease,"Translation, ribosomal structure and biogenesis",P0A8I1,Op2893
b2950,yggR,U00096.3,,3094100,3095080,-,Type II/IV secretion system family protein,Cell motility,P52052,Op2894
b2951,yggS,U00096.3,,3095098,3095802,+,PLP homeostasis protein,Function unknown,P67080,Op2895
b2952,yggT,U00096.3,,3095820,3096386,+,uncharacterized protein YggT,Function unknown,P64564,Op2896
b2953,yggU,U00096.3,,3096383,3096673,+,DUF167 domain-containing protein YggU,Function unknown,P52060,Op2897
b2954,rdgB,U00096.3,,3096681,3097274,+,dITP/XTP pyrophosphatase,Nucleotide transport and metabolism,P52061,Op2898
b2955,hemW,U00096.3,,3097267,3098403,+,heme chaperone HemW,Coenzyme transport and metabolism,P52062,Op2899
b2956,yggM,U00096.3,,3098558,3099565,-,DUF1202 domain-containing protein YggM,Function unknown,P46142,Op2900
b2957,ansB,U00096.3,,3099682,3100728,-,L-asparaginase 2,Amino acid transport and metabolism,P00805,Op2901
b2958,yggN,U00096.3,,3100904,3101623,-,DUF2884 domain-containing protein YggN,Function unknown,P0ADS9,Op2902
b2959,yggL,U00096.3,,3101807,3102133,-,putative ribosome assembly factor YggL,Function unknown,P38521,Op2903
b2960,trmB,U00096.3,,3102133,3102852,-,tRNA m(7)G46 methyltransferase,"Translation, ribosomal structure and biogenesis",P0A8I5,Op2904
b2961,mutY,U00096.3,,3103013,3104065,+,adenine DNA glycosylase,"Replication, recombination and repair",P17802,Op2905
b2962,yggX,U00096.3,,3104093,3104368,+,putative Fe(2(+))-trafficking protein,Energy production and conversion,P0A8P3,Op2906
b2963,mltC,U00096.3,,3104433,3105512,+,membrane-bound lytic murein transglycosylase C,Cell wall/membrane/envelope biogenesis,P0C066,Op2907
b2964,nupG,U00096.3,,3105714,3106970,+,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,P0AFF4,Op2908
b2965,speC,U00096.3,,3107020,3109155,-,constitutive ornithine decarboxylase,Amino acid transport and metabolism,P21169,Op2909
b4785,yqgH,U00096.3,,3109317,3109400,-,protein YqgH,No COG annotation,P0DSG3,Op2910
b2966,yqgA,U00096.3,,3109553,3110260,+,DUF554 domain-containing protein YqgA,Function unknown,Q46831,Op2911
b2968,yghD,U00096.3,,3110590,3111126,-,putative type II secretion system M-type protein YghD,"Intracellular trafficking, secretion, and vesicular transport",Q46832,Op2912
b2969,yghE,U00096.3,,3111128,3111988,-,putative type II secretion system L-type protein YghE,"Intracellular trafficking, secretion, and vesicular transport",Q46833,Op2913
b4786,yqhJ,U00096.3,,3111266,3111325,+,protein YqhJ,No COG annotation,P0DSG4,Op2914
b2970,yghF,U00096.3,,3112054,3113049,-,putative type II secretion system C-type protein YghF,"Intracellular trafficking, secretion, and vesicular transport",Q46834,Op2915
b2971,yghG,U00096.3,,3113067,3113477,-,lipoprotein YghG,Cell wall/membrane/envelope biogenesis,Q46835,Op2916
b2972,pppA,U00096.3,,3113543,3114352,-,prepilin peptidase,Cell motility,Q46836,Op2917
b4466,yghJ,U00096.3,,3114550,3119112,-,putative lipoprotein YghJ,Cell wall/membrane/envelope biogenesis,P0CK95,Op2918
b2975,glcA,U00096.3,,3119597,3121279,-,glycolate/lactate:H(+) symporter GlcA,Inorganic ion transport and metabolism,Q46839,Op2919
b2976,glcB,U00096.3,,3121634,3123805,-,malate synthase G,Energy production and conversion,P37330,Op2920
b2977,glcG,U00096.3,,3123827,3124231,-,putative heme-binding protein GlcG,Function unknown,P0AEQ1,Op2921
b4467,glcF,U00096.3,,3124236,3125459,-,glycolate dehydrogenase%2C putative iron-sulfur subunit,Energy production and conversion,P52074,Op2922
b4468,glcE,U00096.3,,3125470,3126522,-,glycolate dehydrogenase%2C putative FAD-binding subunit,Energy production and conversion,P52073,Op2923
b2979,glcD,U00096.3,,3126522,3128021,-,glycolate dehydrogenase%2C putative FAD-linked subunit,Energy production and conversion,P0AEP9,Op2924
b2980,glcC,U00096.3,,3128272,3129036,+,DNA-binding transcriptional dual regulator GlcC,Transcription,P0ACL5,Op2925
b2981,yghO,U00096.3,,3129043,3130215,-,putative DNA-binding transcriptional regulator YghO,Transcription,Q46840,Op2926
b2982,insH9,U00096.3,,3130214,3131194,+,IS5 family transposase and trans-activator,"Replication, recombination and repair",P0CE55,Op2927
b2983,yghQ,U00096.3,,3131341,3132408,-,putative transport protein YghQ,Function unknown,Q46841,Op2928
b2984,yghR,U00096.3,,3132454,3133212,-,putative ATP-binding protein YghR,Nucleotide transport and metabolism,P64572,Op2929
b2985,yghS,U00096.3,,3133244,3133957,-,putative ATP-binding protein YghS,Nucleotide transport and metabolism,Q46843,Op2930
b2986,yghT,U00096.3,,3134131,3134823,+,putative ATP-binding protein YghT,Nucleotide transport and metabolism,Q46844,Op2931
b2987,pitB,U00096.3,,3134872,3136371,-,metal phosphate:H(+) symporter PitB,Inorganic ion transport and metabolism,P43676,Op2932
b2988,gss,U00096.3,,3136663,3138522,-,fused glutathionylspermidine amidase/glutathionylspermidine synthetase,Amino acid transport and metabolism,P0AES0,Op2933
b2989,yghU,U00096.3,,3138727,3139593,+,disulfide reductase/organic hydroperoxide reductase,"Post-translational modification, protein turnover, and chaperones",Q46845,Op2934
b2990,hybG,U00096.3,,3139716,3139964,-,hydrogenase maturation factor HybG,"Post-translational modification, protein turnover, and chaperones",P0AAM7,Op2935
b2991,hybF,U00096.3,,3139977,3140318,-,hydrogenase maturation protein HybF,Function unknown,P0A703,Op2936
b2992,hybE,U00096.3,,3140311,3140799,-,hydrogenase 2-specific chaperone,Energy production and conversion,P0AAN1,Op2937
b2993,hybD,U00096.3,,3140792,3141286,-,hydrogenase 2 maturation protease,Energy production and conversion,P37182,Op2938
b2994,hybC,U00096.3,,3141286,3142989,-,hydrogenase 2 large subunit,Energy production and conversion,P0ACE0,Op2939
b2995,hybB,U00096.3,,3142986,3144164,-,hydrogenase 2 membrane subunit,Energy production and conversion,P37180,Op2940
b2996,hybA,U00096.3,,3144154,3145140,-,hydrogenase 2 iron-sulfur protein,Energy production and conversion,P0AAJ8,Op2941
b2997,hybO,U00096.3,,3145143,3146261,-,hydrogenase 2 small subunit,Energy production and conversion,P69741,Op2942
b2998,yghW,U00096.3,,3146450,3146737,-,DUF2623 domain-containing protein YghW,Function unknown,P64574,Op2943
b4755,yqhI,U00096.3,,3147597,3147740,-,protein YqhI,No COG annotation,P0DPP6,Op2944
b3001,gpr,U00096.3,,3147897,3148937,+,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,Q46851,Op2945
b3002,yqhA,U00096.3,,3148977,3149471,-,UPF0114 family protein YqhA,Function unknown,P67244,Op2946
b3003,yghA,U00096.3,,3149662,3150546,+,NADP(+)-dependent aldehyde reductase,Lipid transport and metabolism,P0AG84,Op2947
b3005,exbD,U00096.3,,3150818,3151243,-,Ton complex subunit ExbD,"Intracellular trafficking, secretion, and vesicular transport",P0ABV2,Op2948
b3006,exbB,U00096.3,,3151250,3151984,-,Ton complex subunit ExbB,"Intracellular trafficking, secretion, and vesicular transport",P0ABU7,Op2949
