From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
AAC75808.2	Q46904	reviewed	YGCN_ECOLI	Probable electron transfer flavoprotein-quinone oxidoreductase YgcN (EC 1.5.5.-)	ygcN b2766 JW2736	Escherichia coli (strain K12)	423
AAC75809.2	Q46905	reviewed	YGCO_ECOLI	Ferredoxin-like protein YgcO	ygcO b2767 JW2737	Escherichia coli (strain K12)	86
AAC75810.1	Q46906	reviewed	YGCP_ECOLI	Uncharacterized protein YgcP	ygcP b2768 JW2738	Escherichia coli (strain K12)	191
AAC75811.2	Q46907	reviewed	YGCQ_ECOLI	Putative electron transfer flavoprotein subunit YgcQ	ygcQ b2769 JW5440	Escherichia coli (strain K12)	286
AAC75812.2	Q46908	reviewed	YGCR_ECOLI	Putative electron transfer flavoprotein subunit YgcR	ygcR b2770 JW5441	Escherichia coli (strain K12)	259
AAC75813.2	Q46909	reviewed	YGCS_ECOLI	Inner membrane metabolite transport protein YgcS	ygcS b2771 JW5845	Escherichia coli (strain K12)	445
AAT48151.1	Q46911	reviewed	YGCU_ECOLI	Uncharacterized FAD-linked oxidoreductase YgcU (EC 1.-.-.-)	ygcU ygcT ygcV b4463 JW5442	Escherichia coli (strain K12)	484
AAC75816.2	P76633	reviewed	YGCW_ECOLI	Uncharacterized oxidoreductase YgcW (EC 1.-.-.-)	ygcW b2774 JW5443	Escherichia coli (strain K12)	261
AAC75817.1	P77031	reviewed	YQCE_ECOLI	Inner membrane protein YqcE	yqcE yqcF b2775 JW2746	Escherichia coli (strain K12)	425
AAC75818.1	P55138	reviewed	YGCE_ECOLI	Uncharacterized sugar kinase YgcE (EC 2.7.1.-)	ygcE b2776 JW5444	Escherichia coli (strain K12)	492
AAC75819.1	P64554	reviewed	QUEE_ECOLI	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	queE ygcF b2777 JW2748	Escherichia coli (strain K12)	223
ACO60004.1	C1P612	reviewed	YQCG_ECOLI	Uncharacterized protein YqcG	yqcG b4682 JW2748.1	Escherichia coli (strain K12)	46
AAC75820.2	P55140	reviewed	YGCG_ECOLI	UPF0603 protein YgcG	ygcG b2778 JW5445	Escherichia coli (strain K12)	290
AAC75821.1	P0A6P9	reviewed	ENO_ECOLI	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno b2779 JW2750	Escherichia coli (strain K12)	432
AAC75822.1	P0A7E5	reviewed	PYRG_ECOLI	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG b2780 JW2751	Escherichia coli (strain K12)	545
AAC75823.1	P0AEY3	reviewed	MAZG_ECOLI	Nucleoside triphosphate pyrophosphohydrolase (NTP-PPase) (EC 3.6.1.8)	mazG b2781 JW2752	Escherichia coli (strain K12)	263
AAC75824.1	P0AE70	reviewed	MAZF_ECOLI	Endoribonuclease toxin MazF (EC 3.1.27.-) (Toxin MazF) (mRNA interferase MazF)	mazF chpA chpAK b2782 JW2753	Escherichia coli (strain K12)	111
AAC75825.1	P0AE72	reviewed	MAZE_ECOLI	Antitoxin MazE	mazE chpAI chpR b2783 JW2754	Escherichia coli (strain K12)	82
AAC75826.1	P0AG20	reviewed	RELA_ECOLI	GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA b2784 JW2755	Escherichia coli (strain K12)	744
AAC75827.1	P55135	reviewed	RLMD_ECOLI	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD (EC 2.1.1.190) (23S rRNA(m5U1939)-methyltransferase)	rlmD rumA ygcA b2785 JW2756	Escherichia coli (strain K12)	433
AAC75828.1	P0AEC5	reviewed	BARA_ECOLI	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)	barA b2786 JW2757	Escherichia coli (strain K12)	918
AAC75829.1	P0AES2	reviewed	GUDD_ECOLI	Glucarate dehydratase (GDH) (GlucD) (EC 4.2.1.40) (D-glucarate dehydratase)	gudD ygcX b2787 JW2758	Escherichia coli (strain K12)	446
AAC75830.1	Q46915	reviewed	GUDX_ECOLI	Glucarate dehydratase-related protein (GDH-RP) (GlucDRP) (EC 4.2.1.-)	gudX ygcY b2788 JW2759	Escherichia coli (strain K12)	446
AAC75831.1	Q46916	reviewed	GUDP_ECOLI	Probable galactarate/D-glucarate transporter GudP	gudP ygcZ b2789 JW2760	Escherichia coli (strain K12)	450
AAC75832.1	P65367	reviewed	YQCA_ECOLI	Flavodoxin YqcA	yqcA b2790 JW2761	Escherichia coli (strain K12)	149
AAC75833.1	P0AA41	reviewed	TRUC_ECOLI	tRNA pseudouridine synthase C (EC 5.4.99.26) (tRNA pseudouridine(65) synthase) (tRNA pseudouridylate synthase C) (tRNA-uridine isomerase C)	truC yqcB b2791 JW2762	Escherichia coli (strain K12)	260
AAC75834.1	Q46919	reviewed	YQCC_ECOLI	Uncharacterized protein YqcC	yqcC b2792 JW2763	Escherichia coli (strain K12)	109
AAC75835.1	P0A8U0	reviewed	SYDP_ECOLI	Protein Syd	syd ydr b2793 JW2764	Escherichia coli (strain K12)	181
AAC75836.1	Q46920	reviewed	QUEF_ECOLI	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF yqcD b2794 JW2765	Escherichia coli (strain K12)	282
AAC75837.1	P0ADR8	reviewed	PPNN_ECOLI	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase (EC 3.2.2.-) (EC 3.2.2.10) (AMP nucleosidase) (EC 3.2.2.4) (CMP nucleosidase) (GMP nucleosidase) (IMP nucleosidase) (UMP nucleosidase) (dTMP nucleosidase)	ppnN ygdH b2795 JW2766	Escherichia coli (strain K12)	454
AAC75838.1	P0AAD6	reviewed	SDAC_ECOLI	Serine transporter SdaC (H(+)/L-serine symporter) (L-serine transport system)	sdaC dcrA b2796 JW2767	Escherichia coli (strain K12)	429
AAC75839.1	P30744	reviewed	SDHM_ECOLI	L-serine dehydratase 2 (SDH 2) (EC 4.3.1.17) (L-serine deaminase 2) (L-SD2)	sdaB b2797 JW2768	Escherichia coli (strain K12)	455
AAC75840.2	P38506	reviewed	XNI_ECOLI	Flap endonuclease Xni (FEN) (EC 3.1.-.-) (Exonuclease IX) (ExoIX)	ygdG exo xni b2798 JW5446	Escherichia coli (strain K12)	251
AAC75841.2	P0A9S1	reviewed	FUCO_ECOLI	Lactaldehyde reductase (EC 1.1.1.77) (Propanediol oxidoreductase)	fucO b2799 JW2770	Escherichia coli (strain K12)	382
AAC75842.1	P0AB87	reviewed	FUCA_ECOLI	L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)	fucA fucC prd b2800 JW2771	Escherichia coli (strain K12)	215
AAC75843.1	P11551	reviewed	FUCP_ECOLI	L-fucose-proton symporter (6-deoxy-L-galactose permease) (L-fucose permease) (L-fucose-H(+) symport protein)	fucP b2801 JW2772	Escherichia coli (strain K12)	438
AAC75844.1	P69922	reviewed	FUCI_ECOLI	L-fucose isomerase (FucIase) (FucIso) (EC 5.3.1.25) (6-deoxy-L-galactose isomerase) (D-arabinose isomerase) (EC 5.3.1.3)	fucI b2802 JW2773	Escherichia coli (strain K12)	591
AAC75845.2	P11553	reviewed	FUCK_ECOLI	L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)	fucK b2803 JW2774	Escherichia coli (strain K12)	472
AAC75846.1	P0AEN8	reviewed	FUCM_ECOLI	L-fucose mutarotase (EC 5.1.3.29) (D-ribose pyranase) (EC 5.4.99.62) (Fucose 1-epimerase) (Type-2 mutarotase)	fucU b2804 JW2775	Escherichia coli (strain K12)	140
AAC75847.1	P0ACK8	reviewed	FUCR_ECOLI	L-fucose operon activator	fucR b2805 JW2776	Escherichia coli (strain K12)	243
AAC75848.1	P0ADR6	reviewed	RLMM_ECOLI	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM ygdE b2806 JW2777 b1976	Escherichia coli (strain K12)	366
AAC75849.1	P0ADR2	reviewed	YGDD_ECOLI	UPF0382 inner membrane protein YgdD	ygdD b2807 JW2778	Escherichia coli (strain K12)	131
AAC75850.1	P0A9F6	reviewed	GCVA_ECOLI	Glycine cleavage system transcriptional activator (Gcv operon activator)	gcvA b2808 JW2779	Escherichia coli (strain K12)	305
AAC75851.2	P65292	reviewed	YGDI_ECOLI	Uncharacterized lipoprotein YgdI	ygdI b2809 JW5448	Escherichia coli (strain K12)	75
AAC75852.1	Q46925	reviewed	CSDA_ECOLI	Cysteine desulfurase CsdA (EC 2.8.1.7) (Cysteine sulfinate desulfinase) (CSD) (EC 3.13.1.-) (Selenocysteine lyase) (EC 4.4.1.16)	csdA ygdJ b2810 JW2781	Escherichia coli (strain K12)	401
AAC75853.1	P0AGF2	reviewed	CSDE_ECOLI	Sulfur acceptor protein CsdE	csdE ygdK b2811 JW2782	Escherichia coli (strain K12)	147
AAC75854.1	Q46927	reviewed	TCDA_ECOLI	tRNA threonylcarbamoyladenosine dehydratase (EC 6.1.-.-) (t(6)A37 dehydratase)	tcdA csdL ygdL b2812 JW2783	Escherichia coli (strain K12)	268
AAC75855.1	P0A935	reviewed	MLTA_ECOLI	Membrane-bound lytic murein transglycosylase A (EC 4.2.2.n1) (Mlt38) (Murein hydrolase A)	mltA mlt ygdM b2813 JW2784	Escherichia coli (strain K12)	365
AAC75856.2	P63883	reviewed	AMIC_ECOLI	N-acetylmuramoyl-L-alanine amidase AmiC (EC 3.5.1.28)	amiC ygdN b2817 JW5449	Escherichia coli (strain K12)	417
AAC75857.1	P0A6C5	reviewed	ARGA_ECOLI	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA b2818 JW2786	Escherichia coli (strain K12)	443
AAC75858.1	P04993	reviewed	RECD_ECOLI	RecBCD enzyme subunit RecD (EC 5.6.2.3) (DNA 5'-3' helicase subunit RecB) (Exodeoxyribonuclease V 67 kDa polypeptide) (Exodeoxyribonuclease V alpha chain) (Exonuclease V subunit RecD) (ExoV subunit RecD) (Helicase/nuclease RecBCD subunit RecD)	recD hopE b2819 JW2787	Escherichia coli (strain K12)	608
AAC75859.1	P08394	reviewed	RECB_ECOLI	RecBCD enzyme subunit RecB (EC 3.1.11.5) (EC 5.6.2.4) (DNA 3'-5' helicase subunit RecB) (Exodeoxyribonuclease V 135 kDa polypeptide) (Exodeoxyribonuclease V beta chain) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB)	recB ior rorA b2820 JW2788	Escherichia coli (strain K12)	1180
AAC75860.1	P05458	reviewed	PTRA_ECOLI	Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi)	ptrA ptr b2821 JW2789	Escherichia coli (strain K12)	962
AAC75861.1	P07648	reviewed	RECC_ECOLI	RecBCD enzyme subunit RecC (Exodeoxyribonuclease V 125 kDa polypeptide) (Exodeoxyribonuclease V gamma chain) (Exonuclease V subunit RecC) (ExoV subunit RecC) (Helicase/nuclease RecBCD subunit RecC)	recC b2822 JW2790	Escherichia coli (strain K12)	1122
AAC75862.1	P08372	reviewed	PPDC_ECOLI	Prepilin peptidase-dependent protein C	ppdC ygdA b2823 JW2791	Escherichia coli (strain K12)	107
AAC75863.2	P08370	reviewed	YGDB_ECOLI	Uncharacterized protein YgdB	ygdB b2824 JW5450	Escherichia coli (strain K12)	135
AAC75864.1	P08371	reviewed	PPDB_ECOLI	Prepilin peptidase-dependent protein B	ppdB ygdC b2825 JW5451	Escherichia coli (strain K12)	187
AAC75865.1	P33554	reviewed	PPDA_ECOLI	Prepilin peptidase-dependent protein A	ppdA b2826 JW2794	Escherichia coli (strain K12)	156
AAC75866.1	P0A884	reviewed	TYSY_ECOLI	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA b2827 JW2795	Escherichia coli (strain K12)	264
AAC75867.1	P60955	reviewed	LGT_ECOLI	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145) (Prolipoprotein diacylglyceryl transferase)	lgt umpA b2828 JW2796	Escherichia coli (strain K12)	291
AAC75868.1	P37177	reviewed	PT1P_ECOLI	Phosphoenolpyruvate-dependent phosphotransferase system (EC 2.7.3.9) (Enzyme I-Ntr) (EINtr) (Phosphotransferase system, enzyme I)	ptsP ygdF ygdO b2829 JW2797	Escherichia coli (strain K12)	748
AAC75869.1	P0A776	reviewed	RPPH_ECOLI	RNA pyrophosphohydrolase (EC 3.6.1.-) ((Di)nucleoside polyphosphate hydrolase) (Ap5A pyrophosphatase)	rppH nudH ygdP b2830 JW2798	Escherichia coli (strain K12)	176
AYC08238.1	A0A385XJL2	reviewed	YGDT_ECOLI	Protein YgdT	ygdT b4610	Escherichia coli (strain K12)	48
AAC75870.1	P06722	reviewed	MUTH_ECOLI	DNA mismatch repair protein MutH (Methyl-directed mismatch repair protein)	mutH mutR prv b2831 JW2799	Escherichia coli (strain K12)	229
AAC75871.1	P67127	reviewed	YGDQ_ECOLI	UPF0053 inner membrane protein YgdQ	ygdQ b2832 JW2800	Escherichia coli (strain K12)	237
AAC75872.1	P65294	reviewed	YGDR_ECOLI	Uncharacterized lipoprotein YgdR	ygdR b2833 JW2801	Escherichia coli (strain K12)	72
AAC75873.1	P0A9T4	reviewed	TAS_ECOLI	Protein tas	tas ygdS b2834 JW2802	Escherichia coli (strain K12)	346
AAC75874.1	P39196	reviewed	LPLT_ECOLI	Lysophospholipid transporter LplT	lplT ygeD b2835 JW2803	Escherichia coli (strain K12)	397
AAC75875.1	P31119	reviewed	AAS_ECOLI	Bifunctional protein Aas [Includes: 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) (2-acyl-GPE acyltransferase) (Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase); Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20) (Acyl-ACP synthetase) (Long-chain-fatty-acid--[acyl-carrier-protein] ligase)]	aas b2836 JW2804	Escherichia coli (strain K12)	719
AAC75876.1	P03024	reviewed	GALR_ECOLI	HTH-type transcriptional regulator GalR (Galactose operon repressor)	galR b2837 JW2805	Escherichia coli (strain K12)	343
AAC75877.1	P00861	reviewed	DCDA_ECOLI	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA b2838 JW2806	Escherichia coli (strain K12)	420
AAC75878.1	P03030	reviewed	LYSR_ECOLI	Transcriptional activator protein LysR	lysR b2839 JW2807	Escherichia coli (strain K12)	311
AAC75879.1	P03813	reviewed	YGEA_ECOLI	Broad specificity amino-acid racemase YgeA (EC 5.1.1.10)	ygeA b2840 JW2808	Escherichia coli (strain K12)	230
AAC75880.1	P0AE24	reviewed	ARAE_ECOLI	Arabinose-proton symporter (Arabinose transporter)	araE b2841 JW2809	Escherichia coli (strain K12)	472
AAC75881.1	P37769	reviewed	KDUD_ECOLI	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-deoxy-D-gluconate 3-dehydrogenase) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase) (20-ketosteroid reductase) (EC 1.1.1.-)	kduD ygeC yqeD b2842 JW2810	Escherichia coli (strain K12)	253
AAC75882.1	Q46938	reviewed	KDUI_ECOLI	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17) (5-keto-4-deoxyuronate isomerase) (DKI isomerase)	kduI yqeE b2843 JW2811	Escherichia coli (strain K12)	278
AAC75883.2	Q46939	reviewed	YQEF_ECOLI	Probable acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)	yqeF b2844 JW5453	Escherichia coli (strain K12)	393
AAC75884.1	P63340	reviewed	YQEG_ECOLI	Inner membrane transport protein YqeG	yqeG b2845 JW2813	Escherichia coli (strain K12)	409
AAC75885.2	Q46941	reviewed	YQEH_ECOLI	Uncharacterized protein YqeH	yqeH b2846 JW5454	Escherichia coli (strain K12)	210
AAC75886.1	Q46942	reviewed	YQEI_ECOLI	Uncharacterized protein YqeI	yqeI b2847 JW2815	Escherichia coli (strain K12)	269
AAC75887.2	Q46943	reviewed	YQEJ_ECOLI	Uncharacterized protein YqeJ	yqeJ b2848 JW5455	Escherichia coli (strain K12)	160
ACO60005.1	C1P613	reviewed	YQEL_ECOLI	Uncharacterized protein YqeL	yqeL b4683 JW5455.1	Escherichia coli (strain K12)	26
AAC75888.2	P77136	reviewed	YQEK_ECOLI	Uncharacterized protein YqeK	yqeK b2849 JW2817	Escherichia coli (strain K12)	141
AAC75890.1	Q46787	reviewed	YGEG_ECOLI	Uncharacterized protein YgeG	ygeG b2851 JW2819	Escherichia coli (strain K12)	163
AAC75891.1	P76639	reviewed	YGEH_ECOLI	Uncharacterized protein YgeH	ygeH b2852 JW2820	Escherichia coli (strain K12)	458
AAC75892.1	Q46789	reviewed	YGEI_ECOLI	Uncharacterized protein YgeI	ygeI b2853 JW5456	Escherichia coli (strain K12)	72
AAC75899.1	P0CF56	reviewed	INSD4_ECOLI	Transposase InsD for insertion element IS2H	insD4 b2860 JW2826	Escherichia coli (strain K12)	301
AAC75900.3	P0CF43	reviewed	INSC4_ECOLI	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829	Escherichia coli (strain K12)	121
AYC08239.1	Q46797	reviewed	YGEQ_ECOLI	Uncharacterized lipoprotein YgeQ	ygeQ b2863 JW5461	Escherichia coli (strain K12)	264
AAC75903.2	Q46798	reviewed	YGER_ECOLI	Uncharacterized lipoprotein YgeR	ygeR b2865 JW2833	Escherichia coli (strain K12)	251
AAC75904.1	Q46799	reviewed	XDHA_ECOLI	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA (EC 1.17.1.4)	xdhA ygeS b2866 JW5462	Escherichia coli (strain K12)	752
AAC75905.1	Q46800	reviewed	XDHB_ECOLI	Putative xanthine dehydrogenase FAD-binding subunit XdhB (EC 1.17.1.4)	xdhB ygeT b2867 JW2835	Escherichia coli (strain K12)	292
AAC75906.1	Q46801	reviewed	XDHC_ECOLI	Putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC	xdhC ygeU b2868 JW2836	Escherichia coli (strain K12)	159
AAC75907.1	Q46802	reviewed	UACR_ECOLI	Putative uric acid sigma-54-dependent transcriptional regulator UacR (Uric acid regulator)	uacR ygeV b2869 JW2837	Escherichia coli (strain K12)	592
AAT48152.1	Q46803	reviewed	YGEW_ECOLI	Putative carbamoyltransferase YgeW (EC 2.1.3.-) (UTCase)	ygeW b2870 JW5463	Escherichia coli (strain K12)	396
AAC75909.1	P66899	reviewed	DPAL_ECOLI	Diaminopropionate ammonia-lyase (DAPAL) (EC 4.3.1.15) (2,3-diaminopropionate ammonia-lyase) (Alpha,beta-diaminopropionate ammonia-lyase) (Diaminopropionatase)	ygeX b2871 JW2839	Escherichia coli (strain K12)	398
AAC75910.1	P65807	reviewed	YGEY_ECOLI	Uncharacterized protein YgeY	ygeY b2872 JW2840	Escherichia coli (strain K12)	403
AAC75911.2	Q46806	reviewed	PHYDA_ECOLI	D-phenylhydantoinase (EC 3.5.2.-) (Hydantoin-utilizing enzyme HyuA)	hyuA ygeZ b2873 JW2841	Escherichia coli (strain K12)	461
AAC75912.1	Q46807	reviewed	ARCL_ECOLI	Carbamate kinase-like protein YqeA	yqeA b2874 JW2842	Escherichia coli (strain K12)	310
AAC75913.1	Q46808	reviewed	YQEB_ECOLI	Uncharacterized protein YqeB	yqeB b2875 JW2843	Escherichia coli (strain K12)	541
AAC75914.2	Q46809	reviewed	YQEC_ECOLI	Uncharacterized protein YqeC	yqeC b2876 JW5464	Escherichia coli (strain K12)	256
AAC75915.1	Q46810	reviewed	MOCA_ECOLI	Molybdenum cofactor cytidylyltransferase (MoCo cytidylyltransferase) (EC 2.7.7.76) (CTP:molybdopterin cytidylyltransferase) (Mo-MPT cytidylyltransferase) (Molybdopterin cytidylyltransferase) (Molybdopterin-cytosine dinucleotide synthase) (MCD synthase)	mocA ygfJ b2877 JW2845	Escherichia coli (strain K12)	192
AAC75916.1	Q46811	reviewed	YGFK_ECOLI	Putative oxidoreductase YgfK (Putative oxidoreductase Fe-S subunit)	ygfK b2878 JW5923	Escherichia coli (strain K12)	1032
AAC75917.2	Q46812	reviewed	SSNA_ECOLI	Putative aminohydrolase SsnA (EC 3.-.-.-)	ssnA ygfL b2879 JW2847	Escherichia coli (strain K12)	442
AAC75918.1	P64557	reviewed	YGFM_ECOLI	Uncharacterized protein YgfM	ygfM b2880 JW2848	Escherichia coli (strain K12)	259
AAC75919.1	Q46814	reviewed	XDHD_ECOLI	Probable hypoxanthine oxidase XdhD (EC 1.-.-.-)	xdhD ygfN b2881 JW2849	Escherichia coli (strain K12)	956
AAC75920.2	P67444	reviewed	XANQ_ECOLI	Xanthine permease XanQ	xanQ ygfO b2882 JW2850	Escherichia coli (strain K12)	466
AAC75921.1	P76641	reviewed	GUAD_ECOLI	Guanine deaminase (Guanase) (Guanine aminase) (EC 3.5.4.3) (Guanine aminohydrolase) (GAH)	guaD ygfP b2883 JW5466	Escherichia coli (strain K12)	439
AAT48153.1	Q46817	reviewed	GHXQ_ECOLI	Guanine/hypoxanthine permease GhxQ	ghxQ ygfQ ygfR b4464 JW5467	Escherichia coli (strain K12)	455
AAC75924.2	Q46819	reviewed	YGFS_ECOLI	Putative electron transport protein YgfS	ygfS b2886 JW5468	Escherichia coli (strain K12)	162
AAC75925.2	Q46820	reviewed	UACF_ECOLI	Putative oxidoreductase UacF (Uric acid degradation formate-related element)	uacF ygfT b2887 JW5469	Escherichia coli (strain K12)	639
AAC75926.2	Q46821	reviewed	UACT_ECOLI	Uric acid transporter UacT	uacT ygfU b2888 JW5470	Escherichia coli (strain K12)	482
ACO60006.1	C1P614	reviewed	YQFG_ECOLI	Uncharacterized protein YqfG	yqfG b4684 JW5470.1	Escherichia coli (strain K12)	41
AYC08240.1	P0DPP4	reviewed	YQFH_ECOLI	Protein YqfH	yqfH b4753	Escherichia coli (strain K12)	23
AAC75927.1	Q46822	reviewed	IDI_ECOLI	Isopentenyl-diphosphate Delta-isomerase (IPP isomerase) (EC 5.3.3.2) (IPP:DMAPP isomerase) (Isopentenyl pyrophosphate isomerase)	idi ygfV b2889 JW2857	Escherichia coli (strain K12)	182
AAC75928.1	P0A8N3	reviewed	SYK1_ECOLI	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS asuD herC b2890 JW2858	Escherichia coli (strain K12)	505
AAC75929.1	P07012	reviewed	RF2_ECOLI	Peptide chain release factor RF2 (RF-2)	prfB supK b2891 JW5847	Escherichia coli (strain K12)	365
AAC75930.1	P21893	reviewed	RECJ_ECOLI	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	recJ b2892 JW2860	Escherichia coli (strain K12)	577
AAC75931.1	P0AEG6	reviewed	DSBC_ECOLI	Thiol:disulfide interchange protein DsbC	dsbC xprA b2893 JW2861	Escherichia coli (strain K12)	236
AAC75932.1	P0A8P8	reviewed	XERD_ECOLI	Tyrosine recombinase XerD	xerD xprB b2894 JW2862	Escherichia coli (strain K12)	298
AAC75933.1	P0ABY4	reviewed	FLAW_ECOLI	Flavodoxin 2	fldB b2895 JW2863	Escherichia coli (strain K12)	173
AAC75934.1	Q46824	reviewed	YGFX_ECOLI	Inner membrane protein YgfX (Toxin CptA)	ygfX cptA b2896 JW2864	Escherichia coli (strain K12)	135
AAC75935.1	P64559	reviewed	SDHE_ECOLI	FAD assembly factor SdhE (Antitoxin CptB)	sdhE cptB ygfY b2897 JW2865	Escherichia coli (strain K12)	88
AAC75936.1	P0ADE8	reviewed	YGFZ_ECOLI	tRNA-modifying protein YgfZ	ygfZ yzzW b2898 JW2866	Escherichia coli (strain K12)	326
AAC75937.1	P67153	reviewed	YQFA_ECOLI	UPF0073 inner membrane protein YqfA	yqfA b2899 JW2867	Escherichia coli (strain K12)	219
AAC75938.1	P67603	reviewed	AC4CH_ECOLI	N(4)-acetylcytidine amidohydrolase (ac4C amidohydrolase) (EC 3.5.1.135)	yqfB b2900 JW2868	Escherichia coli (strain K12)	103
AAC75939.1	Q46829	reviewed	BGLA_ECOLI	6-phospho-beta-glucosidase BglA (EC 3.2.1.86) (Phospho-beta-glucosidase A)	bglA bglD yqfC b2901 JW2869	Escherichia coli (strain K12)	479
AAC75940.1	P52037	reviewed	YGFF_ECOLI	Uncharacterized oxidoreductase YgfF (EC 1.-.-.-)	ygfF yqfD b2902 JW2870	Escherichia coli (strain K12)	247
AAC75941.1	P33195	reviewed	GCSP_ECOLI	Glycine dehydrogenase (decarboxylating) (EC 1.4.4.2) (Glycine cleavage system P-protein) (Glycine decarboxylase) (Glycine dehydrogenase (aminomethyl-transferring))	gcvP b2903 JW2871	Escherichia coli (strain K12)	957
AAC75942.1	P0A6T9	reviewed	GCSH_ECOLI	Glycine cleavage system H protein	gcvH b2904 JW2872	Escherichia coli (strain K12)	129
AAC75943.1	P27248	reviewed	GCST_ECOLI	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	gcvT b2905 JW2873	Escherichia coli (strain K12)	364
AYC08241.1	P0DPP5	reviewed	YQFI_ECOLI	Protein YqfI	yqfI b4754	Escherichia coli (strain K12)	27
AAC75944.1	P25535	reviewed	UBII_ECOLI	2-octaprenylphenol hydroxylase (EC 1.14.13.240) (2-polyprenylphenol 6-hydroxylase)	ubiI visC b2906 JW2874	Escherichia coli (strain K12)	400
