Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Genes in same transcription unit	Accession-1
puuE	b1302	1365550	1366815	4-aminobutyrate aminotransferase PuuE	WELL-CHARACTERIZED	puuR // puuD // puuE // puuB // puuC	b1302
cytR	b3934	4123431	4124456	DNA-binding transcriptional repressor CytR	WELL-CHARACTERIZED	cytR	b3934
sucD	b0729	764180	765049	succinyl-CoA synthetase subunit &alpha;	WELL-CHARACTERIZED	b0725 // sdhB // sdhA // sdhD // sdhC // sdhX // sucA // sucB // sucC // sucD	b0729
ybgV	b4768	754658	754690	protein YbgV	UNCHARACTERIZED		b4768
fliN	b1946	2021088	2021501	flagellar motor switch protein FliN	WELL-CHARACTERIZED	fliL // fliM // fliN // fliO // fliP // fliQ // fliR	b1946
yeaE	b1781	1864782	1865636	methylglyoxal reductase YeaE	WELL-CHARACTERIZED	yeaE	b1781
ybiA	b0798	832468	832950	<i>N</i>-glycosidase YbiA	WELL-CHARACTERIZED	ybiA	b0798
appX	b4592	1040445	1040537	cytochrome <i>bd</i>-II accessory subunit AppX	PARTIAL	appX // appC // appB // appA	b4592
insO	b4623			KpLE2 phage-like element; IS911B regulator fragment		insO	b4623
ybcO	b0549	573084	573374	DLP12 prophage; putative nuclease YbcO	PARTIAL	ylcG // rusA // ybcO // ninE // ybcN	b0549
ybiU	b0821	857796	859061	DUF1479 domain-containing protein YbiU	UNCHARACTERIZED	ybiU	b0821
yicG	b3646	3818874	3819491	PF03458 family inner membrane protein YicG	UNCHARACTERIZED	yicG	b3646
cof	b0446	467412	468230	HMP-PP phosphatase	WELL-CHARACTERIZED	cof	b0446
sapF	b1290	1351828	1352634	putrescine ABC exporter ATP binding protein SapF	WELL-CHARACTERIZED	sapA // sapB // sapC // sapD // sapF	b1290
uxuR	b4324	4554576	4555349	DNA-binding transcriptional repressor UxuR	PARTIAL	uxuR	b4324
ygfM	b2880	3020540	3021319	putative oxidoreductase	PARTIAL	xdhD // ygfM	b2880
lgoD	b4358	4595990	4597012	L-galactonate oxidoreductase	WELL-CHARACTERIZED	lgoD	b4358
melA	b4119	4341911	4343266	&alpha;-galactosidase	WELL-CHARACTERIZED	melA // melB	b4119
insAB5		1978518	1979215	InsAB' transposase	PARTIAL	insA5 // insB5 // insAB5	
yceI	b1056	1117901	1118476	protein YceI	UNCHARACTERIZED	yceJ // yceI	b1056
fkpA	b3347	3476607	3477419	peptidyl-prolyl <i>cis-trans</i> isomerase/OMP chaperone FkpA	WELL-CHARACTERIZED	fkpA	b3347
djlC	b0649	680212	681663	co-chaperone DjlC	WELL-CHARACTERIZED	djlC // ybeU	b0649
essQ	b1556	1640370	1640585	Qin prophage; putative prophage lysis protein EssQ	PARTIAL	rzoQ // essQ // ydfR // rrrQ // rzpQ	b1556
rdcB	b4110	4329360	4330238	regulator of diguanylate cyclase RdcB	PARTIAL	rdcB // rdcA	b4110
crl	b0240			RNA polymerase holoenzyme assembly factor Crl			b0240
gspK	b3332	3462924	3463907	cryptic type II secretion system minor pseudopilin GspK	WELL-CHARACTERIZED	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	b3332
cydX	b4515	774196	774309	cytochrome <i>bd</i>-I accessory subunit CydX	PARTIAL	ybgE // cydX	b4515
ypjK	b2635	2770445	2770681	CP4-57 prophage; uncharacterized protein YpjK	UNCHARACTERIZED	yfjT // yfjS // ypjK // yfjR	b2635
yfgI	b2506	2630326	2630865	nalidixic acid resistance protein YfgI	PARTIAL	yfgI // yfgH	b2506
rimM	b2608	2745370	2745918	ribosome maturation factor RimM	PARTIAL	rplS // trmD // rimM // rpsP	b2608
kdgT	b3909	4101690	4102673	2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	kdgT	b3909
pepE	b4021	4229453	4230142	peptidase E	PARTIAL	pepE	b4021
hisI	b2026	2096614	2097225	putative bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase	WELL-CHARACTERIZED	hisL // hisG // hisD // hisC // hisI // hisF // hisA // hisH // hisB	b2026
yggX	b2962	3104093	3104368	putative Fe<sup>2+</sup>-trafficking protein	PARTIAL	nupG // mutY // mltC // yggX	b2962
relA	b2784	2911417	2913651	GDP/GTP pyrophosphokinase	WELL-CHARACTERIZED	mazG // mazF // mazE // relA	b2784
proS	b0194	217057	218775	proline&mdash;tRNA ligase	WELL-CHARACTERIZED	proS	b0194
cyoA	b0432	450663	451610	cytochrome <i>bo</i><sub>3</sub> subunit 2	WELL-CHARACTERIZED	cyoE // cyoD // cyoC // cyoB // cyoA	b0432
cnoX	b0492	517425	518279	chaperedoxin	WELL-CHARACTERIZED	cnoX	b0492
waaL	b3622	3796948	3798207	O-antigen ligase	PARTIAL	waaL // waaC // waaF // rfaD	b3622
yjiG	b4329	4559539	4560000	Gate family protein YjiG	UNCHARACTERIZED	yjiH // yjiG // iadA	b4329
yhiN	b3492	3636208	3637410	putative oxidoreductase YhiN	PARTIAL	yhiN	b3492
yqjD	b3098	3249375	3249680	ribosome- and membrane-associated DUF883 domain-containing protein YqjD	PARTIAL	yqjK // yqjE // yqjD // yqjC	b3098
ykfI	b0245	263328	263669	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	PARTIAL	yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	b0245
dapD	b0166	185123	185947	tetrahydrodipicolinate succinylase	WELL-CHARACTERIZED	map // dapD // glnD	b0166
hdhA	b1619	1697273	1698040	7-&alpha;-hydroxysteroid dehydrogenase	WELL-CHARACTERIZED	hdhA	b1619
xylR	b3569	3734979	3736157	DNA-binding transcriptional dual regulator XylR	WELL-CHARACTERIZED	xylF // xylG // xylH // xylR	b3569
fldA	b0684	710935	711465	oxidized flavodoxin 1 // flavodoxin 1	PARTIAL	fldA // uof // fur	b0684
hycE	b2721	2844762	2846471	hydrogenase 3 large subunit	WELL-CHARACTERIZED	hycI // hycH // hycG // hycF // hycE // hycD // hycC // hycB // hycA	b2721
ybcI	b0527	556032	556553	PF04307 family inner membrane protein YbcI	UNCHARACTERIZED	ybcI	b0527
C0719		3121358	3121579				
hybG	b2990	3139716	3139964	hydrogenase maturation factor HybG	WELL-CHARACTERIZED	hybO // hybG // hybF // hybE // hybD // hybC // hybB // hybA	b2990
yahC	b0317	334525	335022	uncharacterized protein YahC	UNCHARACTERIZED	yahC	b0317
ycjP	b1312	1374090	1374932	putative ABC transporter membrane subunit YcjP	PARTIAL	ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM // ompG	b1312
yagH	b0271	286789	288399	CP4-6 prophage; putative xylosidase/arabinosidase	PARTIAL	yagH // yagG	b0271
rttR	b4425	1287066	1287236	small RNA RttR	UNCHARACTERIZED	rttR	b4425
ygfF	b2902	3045158	3045901	putative oxidoreductase YgfF	PARTIAL	ygfF	b2902
dgoT	b3691	3870438	3871730	D-galactonate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	dgoR // dgoK // dgoA // dgoD // dgoT	b3691
esrE	b4707	4019978	4020229	small RNA EsrE	PARTIAL	esrE	b4707
cmoM	b0921	973537	974322	tRNA <b>cmo</b><sup>5</sup>U34 methyltransferase	WELL-CHARACTERIZED	mukB // mukE // mukF // cmoM	b0921
yeeS	b2002	2076308	2076754	CP4-44 prophage; RadC-like JAB domain-containing protein YeeS	UNCHARACTERIZED	yeeW // cbtA // cbeA // yeeT // yeeS // yeeR	b2002
casE	b2756	2879788	2880387	pre-CRISPR RNA endonuclease	WELL-CHARACTERIZED	casA // casB // casC // casD // casE // cas1 // cas2	b2756
bfr	b3336	3466249	3466725	bacterioferritin	PARTIAL	bfd // bfr	b3336
yebK	b1853	1936652	1937521	DNA-binding transcriptional repressor YebK	WELL-CHARACTERIZED	yebK	b1853
ynjE	b1757	1839467	1840774	molybdopterin synthase sulfurtransferase	WELL-CHARACTERIZED	ynjE	b1757
aroD	b1693	1774686	1775444	3-dehydroquinate dehydratase	WELL-CHARACTERIZED	aroD // ydiB // ydiN	b1693
nhaR	b0020	18715	19620	DNA-binding transcriptional activator NhaR	WELL-CHARACTERIZED	nhaR // nhaA	b0020
rlmA	b1822	1906251	1907060	23S rRNA m<sup>1</sup>G745 methyltransferase	WELL-CHARACTERIZED	rlmA	b1822
pdxA	b0052	52427	53416	4-hydroxythreonine-4-phosphate dehydrogenase	WELL-CHARACTERIZED	lptD // surA // apaH // apaG // rsmA // pdxA	b0052
uup	b0949	1009964	1011871	ATP-binding protein Uup	WELL-CHARACTERIZED	rlmL // uup	b0949
recA	b2699	2822708	2823769	DNA recombination/repair protein RecA	WELL-CHARACTERIZED	recX // recA	b2699
flgC	b1074	1131438	1131842	flagellar basal-body rod protein FlgC	WELL-CHARACTERIZED	flgB // flgC // flgD // flgE // flgF // flgG // flgH // flgI // flgJ	b1074
lipB	b0630	661637	662278	lipoyl(octanoyl) transferase	WELL-CHARACTERIZED	lipB // ybeD	b0630
lit	b1139	1198695	1199588	e14 prophage; cell death peptidase Lit	WELL-CHARACTERIZED	lit	b1139
dtpB	b3496	3640862	3642331	dipeptide/tripeptide:H<sup>+</sup> symporter DtpB	WELL-CHARACTERIZED	dtpB	b3496
dadX	b1190	1238879	1239949	alanine racemase 2	WELL-CHARACTERIZED	dadX // dadA	b1190
ttdA	b3061	3206463	3207374	L(+)-tartrate dehydratase subunit &alpha;	WELL-CHARACTERIZED	ttdT // ttdA // ttdB	b3061
pheP	b0576	601959	603335	phenylalanine:H+ symporter PheP	WELL-CHARACTERIZED	pheP	b0576
ybeY	b0659	691874	692341	endoribonuclease YbeY	WELL-CHARACTERIZED	ybeZ // ybeY // ybeX // lnt	b0659
sseB	b2522	2654157	2654933	protein SseB	UNCHARACTERIZED	sseB	b2522
plsX	b1090	1147621	1148691	putative phosphate acyltransferase	WELL-CHARACTERIZED	yceD // fabF // acpP // fabG // fabD // fabH // plsX // rpmF	b1090
ybiV	b0822	859213	860028	sugar phosphatase YbiV	WELL-CHARACTERIZED	ybiV	b0822
appB	b0979	1039296	1040432	cytochrome <i>bd</i>-II subunit 2	WELL-CHARACTERIZED	appX // appC // appB // appA	b0979
atpC	b3731	3915553	3915972	ATP synthase F<sub>1</sub> complex subunit &epsilon;	WELL-CHARACTERIZED	atpI // atpC // atpD // atpG // atpA // atpH // atpF // atpE // atpB	b3731
murP	b2429	2546673	2548097	N-acetylmuramic acid-specific PTS enzyme IICB component / anhydro-N-acetylmuramic acid transporter	WELL-CHARACTERIZED	yfeW // murP // murQ	b2429
insN	b4587			CP4-6 prophage; IS911A regulator fragment		insI1 // insN	b4587
serX	b1032	1097565	1097652	tRNA-Ser(GGA)	WELL-CHARACTERIZED	serX	b1032
narY	b1467	1537309	1538853	nitrate reductase Z subunit &beta;	WELL-CHARACTERIZED	narU // narY // narZ // narV // narW	b1467
glpE	b3425	3561497	3561823	thiosulfate sulfurtransferase GlpE	WELL-CHARACTERIZED	glpE // glpG // glpR	b3425
yqgC	b2940	3086187	3086402	protein YqgC	UNCHARACTERIZED	yqgC	b2940
mcrA	b1159	1210346	1211179	e14 prophage; Type IV methyl-directed restriction enzyme EcoKMcrA	PARTIAL	mcrA	b1159
waaO	b3627	3802039	3803058	UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase	WELL-CHARACTERIZED	rirA // waaY // waaJ // waaO // waaB // waaS // waaP // waaG // waaQ // waaU // waaZ	b3627
metN	b0199	221614	222645	L-methionine/D-methionine ABC transporter ATP binding subunit	WELL-CHARACTERIZED	metQ // metI // metN	b0199
frvB	b3899	4090915	4092366	putative PTS enzyme IIBC component FrvB	PARTIAL	frvA // frvB // frvX // frvR	b3899
ubiT	b3157	3300752	3301276	anaerobic ubiquinone biosynthesis accessory factor UbiT	PARTIAL	ubiT // yhbS	b3157
hemE	b3997	4197716	4198780	uroporphyrinogen decarboxylase	WELL-CHARACTERIZED	nfi // hemE // nudC	b3997
solA	b1059	1119468	1120586	N-methyl-L-tryptophan oxidase	WELL-CHARACTERIZED	solA // yceO	b1059
lepA	b2569	2705325	2707124	30S ribosomal subunit biogenesis factor LepA	WELL-CHARACTERIZED	lepA // lepB	b2569
ilvB	b3671	3851096	3852784	acetohydroxy acid synthase I subunit IlvB	WELL-CHARACTERIZED	ilvN // ilvB // ivbL // uhpC // uhpB // uhpA	b3671
rdlB	b4422	1269858	1269923	putative antisense regulatory RNA RdlB	PARTIAL	rdlB	b4422
araA	b0062	66835	68337	L-arabinose isomerase	WELL-CHARACTERIZED	araD // araA // araB	b0062
uidA	b1617	1694260	1696071	&beta;-glucuronidase	WELL-CHARACTERIZED	uidC // uidB // uidA	b1617
trmD	b2607	2744572	2745339	tRNA m<sup>1</sup>G37 methyltransferase	WELL-CHARACTERIZED	rplS // trmD // rimM // rpsP	b2607
insK	b3558	3721198	3722049	IS150 conserved protein InsB	UNCHARACTERIZED	insK	b3558
yehX	b2129	2216481	2217407	glycine betaine ABC transporter ATP binding subunit YehX	WELL-CHARACTERIZED	yehW // yehX // yehY // osmF	b2129
mltB	b2701	2824491	2825576	membrane-bound lytic murein transglycosylase B	WELL-CHARACTERIZED	mltB	b2701
glyQ	b3560	3724407	3725318	glycine&mdash;tRNA ligase subunit &alpha;	WELL-CHARACTERIZED	glyS // glyQ	b3560
dicA	b1570	1647934	1648341	DNA-binding transcriptional dual regulator DicA	WELL-CHARACTERIZED	dicA	b1570
yhdZ	b3271	3422436	3423194	putative ABC transporter ATP-binding subunit YhdZ	PARTIAL	yhdZ // yhdY // yhdX // yhdW	b3271
yfeR	b2409	2525930	2526856	putative DNA-binding transcriptional regulator YfeR	PARTIAL	yfeR	b2409
lpxK	b0915	968366	969352	tetraacyldisaccharide 4'-kinase	WELL-CHARACTERIZED	ycaQ // lpxK // msbA // ycaI	b0915
ybfB	b0702	733776	734102	uncharacterized protein YbfB	UNCHARACTERIZED	ybfB // rhsC	b0702
proC	b0386	404835	405644	pyrroline-5-carboxylate reductase	WELL-CHARACTERIZED	proC	b0386
rzpD	b0556	578107	578568	DLP12 prophage; putative prophage endopeptidase RzpD	PARTIAL	rzpD // rrrD // essD	b0556
nusG	b3982	4177743	4178288	transcription termination/antitermination factor NusG	PARTIAL	secE // nusG	b3982
ryfA	b4440	2653855	2654158	small regulatory RNA RyfA	PARTIAL	timP // ryfA	b4440
mgrB	b1826	1908623	1908766	PhoQ kinase inhibitor	PARTIAL	mgrB	b1826
ycbV	b0943	1003439	1003954	putative fimbrial protein YcbV	PARTIAL	ycbF // ycbV // ycbU // elfG // elfC // elfD	b0943
lptC	b3199	3342836	3343411	lipopolysaccharide transport system protein LptC	WELL-CHARACTERIZED	npr // rapZ // ptsN // hpf // rpoN // kdsD // yrbG // lptC // kdsC // lptB // lptA	b3199
abrB	b0715	746723	747769	putative regulator	PARTIAL	abrB	b0715
mdtE	b3513	3659232	3660389	multidrug efflux pump membrane fusion protein MdtE	WELL-CHARACTERIZED	gadF // mdtF // mdtE // gadE	b3513
fliR	b1950	2022893	2023678	flagellar biosynthesis protein FliR	WELL-CHARACTERIZED	fliL // fliM // fliN // fliO // fliP // fliQ // fliR	b1950
cpxP	b4484	4105820	4106320	periplasmic protein CpxP	UNCHARACTERIZED	cpxQ // cpxP	b4484
rplL	b3986	4180560	4180925	50S ribosomal subunit protein L7 // 50S ribosomal subunit protein L12	WELL-CHARACTERIZED	rpoC // rpoB // rplL // rplJ // rplA // rplK	b3986
b1364	b1364	1425178	1425459				b1364
ryfD	b4609	2734153	2734295	small regulatory RNA RyfD	PARTIAL	ryfD	b4609
torD	b0998	1061799	1062398	trimethylamine-N-oxide reductase-specific chaperone	WELL-CHARACTERIZED	torC // torA // torD	b0998
ygaQ	b4462	2786397	2788649	putative uncharacterized protein YgaQ		ygaQ	b4462
ygaC	b2671	2799650	2799994	DUF2002 domain-containing protein YgaC	UNCHARACTERIZED	ygaC	b2671
yebB	b1862	1946251	1946853	putative papain-like amidase YebB	PARTIAL	yebB	b1862
cheY	b1882	1967048	1967437	CheY-acetylated // CheY-P<sup>asp</sup> // chemotaxis protein CheY	WELL-CHARACTERIZED	cheZ // cheY // cheB // cheR // tap // tar	b1882
ydfU	b1560	1643255	1644304	Qin prophage; protein YdfU	UNCHARACTERIZED	ydfU // ydfT	b1560
yjaG	b3999	4199504	4200094	DUF416 domain-containing protein YjaG	UNCHARACTERIZED	yjaG	b3999
ymjE	b4742	1359177	1359341	protein YmjE	UNCHARACTERIZED	puuA // ymjE // puuP	b4742
kbaZ	b3132	3278914	3280194	putative tagatose-1,6-bisphosphate aldolase 1 chaperone	PARTIAL	agaA // agaW // agaV // kbaZ	b3132
yhjY	b3548	3712236	3712934	putative outer membrane protein YhjY	UNCHARACTERIZED	yhjY	b3548
ompL	b3875	4063603	4064295	putative outer membrane porin L	WELL-CHARACTERIZED	ompL	b3875
ydiQ	b1697	1779617	1780381	putative electron transfer flavoprotein subunit YdiQ	PARTIAL	fadK // ydiT // ydiS // ydiR // ydiQ	b1697
ytjC	b4395	4633797	4634444	putative phosphatase	PARTIAL	ytjC	b4395
rarD	b3819	4003288	4004178	putative transporter RarD	PARTIAL	rarD	b3819
torY	b1873	1957032	1958132	cytochrome <i>c</i> quinol dehydrogenase TorY	WELL-CHARACTERIZED	torZ // torY	b1873
pdeH	b3525	3678420	3679187	cyclic di-GMP phosphodiesterase PdeH	WELL-CHARACTERIZED	pdeH	b3525
sstT	b3089	3239944	3241188	serine/threonine:Na+ symporter	WELL-CHARACTERIZED	sstT	b3089
argE	b3957	4153696	4154847	acetylornithine deacetylase	WELL-CHARACTERIZED	argE	b3957
stfE	b1157	1209119	1209655	e14 prophage; putative side tail fiber protein fragment		stfE // tfaE	b1157
yjaZ	b3989	4189786	4190325	protein YjaZ	UNCHARACTERIZED	yjaZ	b3989
cydB	b0734	773042	774181	cytochrome <i>bd</i>-I subunit 2	WELL-CHARACTERIZED	cydB // cydA	b0734
csdE	b2811	2944542	2944985	sulfur acceptor protein CsdE	WELL-CHARACTERIZED	csdE // csdA	b2811
rhaM	b3901	4093124	4093438	L-rhamnose mutarotase	WELL-CHARACTERIZED	rhaM	b3901
fumA	b1612	1686731	1688377	fumarase A	WELL-CHARACTERIZED	fumA // fumC	b1612
ybbO	b0493	518340	519149	NADP<sup>+</sup>-dependent aldehyde reductase YbbO	PARTIAL	ybbO // tesA	b0493
sgcQ	b4303	4528111	4528917	KpLE2 phage-like element; putative nucleoside triphosphatase	PARTIAL	sgcX // sgcB // sgcC // sgcQ // sgcA // sgcE // sgcR	b4303
mutS	b2733	2857093	2859654	DNA mismatch repair protein MutS	WELL-CHARACTERIZED	mutS	b2733
yafX	b0248	264748	265206	CP4-6 prophage; protein YafX	UNCHARACTERIZED	yafY // ykfI // yafW // ykfH // ykfG // yafX // ykfF // ykfB	b0248
ppdD	b0108	117109	117549	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD	PARTIAL	ppdD // hofB // hofC	b0108
galT	b0758	789983	791029	galactose-1-phosphate uridylyltransferase	WELL-CHARACTERIZED	galM // galK // galT // galE	b0758
yahV	b4730	331802	331876	protein YahV	UNCHARACTERIZED		b4730
gudP	b2789	2920748	2922100	galactarate/D-glucarate transporter GudP	WELL-CHARACTERIZED	gudD // gudX // gudP	b2789
malK	b4035	4246784	4247899	maltose ABC transporter ATP binding subunit	WELL-CHARACTERIZED	malK // lamB // malM	b4035
baeR	b2079	2164276	2164998	DNA-binding transcriptional activator BaeR-phosphorylated // DNA-binding transcriptional activator BaeR	WELL-CHARACTERIZED	mdtD // mdtC // mdtB // mdtA // baeS // baeR	b2079
rffG	b3788	3972522	3973589	dTDP-glucose 4,6-dehydratase 2	WELL-CHARACTERIZED	rffM // wzyE // wecF // wzxE // wecE // rffC // rffH // rffG // wecC // wecB // wzzE // rfe	b3788
micL	b4717	1958441	1958747	small regulatory RNA MicL	WELL-CHARACTERIZED	micL	b4717
phnH	b4100	4320663	4321247	carbon-phosphorus lyase core complex subunit PhnH	PARTIAL	phnK // phnJ // phnI // phnH // phnG // phnF // phnE1 // phnD // phnC // phnP // phnO // phnN // phnM // phnL	b4100
ynjA	b1753	1835515	1836063	AhpD-like domain-containing protein YnjA	UNCHARACTERIZED	ynjD // ynjC // ynjB // ynjA // ydjZ // ydjY // ydjX	b1753
ygjP	b3085	3235960	3236463	putative metal-dependent hydrolase	PARTIAL	ygjP	b3085
miaA	b4171	4399252	4400202	tRNA dimethylallyltransferase	WELL-CHARACTERIZED	amiB // tsaE // nnr // mutL // miaA // hflC // hflK // hflX // hfq	b4171
lysQ	b0749	781577	781652	tRNA-Lys(UUU)	WELL-CHARACTERIZED	lysQ	b0749
grxB	b1064	1123407	1124054	oxidized glutaredoxin 2 // reduced glutaredoxin 2	WELL-CHARACTERIZED	grxB	b1064
flhE	b1878	1962580	1962972	flagellar protein FlhE	PARTIAL	flhE // flhA // flhB	b1878
ydgH	b1604	1678427	1679371	DUF1471 domain-containing protein YdgH	UNCHARACTERIZED	ydgH	b1604
lplA	b4386	4623101	4624117	lipoate&mdash;protein ligase A	WELL-CHARACTERIZED	lplA // ytjB	b4386
yghS	b2985	3133244	3133957	putative ATP-binding protein YghS	PARTIAL	yghS // yghR	b2985
recJ	b2892	3036373	3038106	ssDNA-specific exonuclease RecJ	WELL-CHARACTERIZED	lysS // prfB // recJ // dsbC // xerD	b2892
insC2	b1403	1468784	1469149	IS2 insertion element repressor InsA	PARTIAL	insC2 // insD2 // insCD2	b1403
ogrK	b2082	2167302	2167520	prophage P2 late control protein OgrK	PARTIAL	ogrK	b2082
kefG	b3351	3480607	3481161	glutathione-regulated potassium-efflux system ancillary protein KefG	PARTIAL	kefG // kefB // yheV	b3351
ribF	b0025	21407	22348	bifunctional riboflavin kinase / FMN adenylyltransferase	WELL-CHARACTERIZED	ribF // ispH // fkpB // lspA // ileS	b0025
trmL	b3606	3781215	3781688	tRNA (cytidine/uridine-2'-<i>O</i>)-ribose methyltransferase	WELL-CHARACTERIZED	trmL	b3606
yzfA	b4223	4447976	4448245			yzfA	b4223
hrpA	b1413	1483061	1486963	ATP-dependent 3'&rarr;5' RNA helicase HrpA	WELL-CHARACTERIZED	hrpA	b1413
livJ	b3460	3598555	3599658	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	livJ	b3460
fucK	b2803	2937468	2938886	L-fuculokinase	WELL-CHARACTERIZED	fucP // fucI // fucK // fucR // fucU	b2803
alsK	b4084	4306870	4307799	D-allose kinase	WELL-CHARACTERIZED	alsK	b4084
tam	b1519	1607346	1608104	<i>trans</i>-aconitate 2-methyltransferase	PARTIAL	lsrG // lsrF // lsrB // lsrD // lsrC // lsrA // tam	b1519
gutQ	b2708	2829813	2830778	D-arabinose 5-phosphate isomerase GutQ	WELL-CHARACTERIZED	srlA // srlE // srlB // srlD // gutM // gutQ // srlR	b2708
yigZ	b3848	4032492	4033106	IMPACT family member YigZ	UNCHARACTERIZED	hemG // trkH // yigZ // pepQ	b3848
cmoA	b1870	1952702	1953445	carboxy-<i>S</i>-adenosyl-L-methionine synthase	WELL-CHARACTERIZED	cmoB // cmoA // yecN	b1870
yfaE	b2236	2348514	2348768	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE	WELL-CHARACTERIZED	nrdA // nrdB // yfaE	b2236
ygeL	b2856	2994937	2995092	protein YgeL		ygeL // ygeK	b2856
C0362		1552001	1552386				
yhiL	b4660	3632852	3634458	DUF4049 domain-containing protein YhiL		yhiL	b4660
kdpD	b0695	721730	724414	sensor histidine kinase KdpD	WELL-CHARACTERIZED	kdpE // kdpD	b0695
tpke11		14080	14167			tpke11 // dnaK // dnaJ	
ydfW	b1567	1647174	1647323	Qin prophage; protein YdfW	UNCHARACTERIZED	dicC // ydfX // ydfW	b1567
ybgA	b0707	739001	739510	DUF1722 domain-containing protein YbgA	UNCHARACTERIZED	ybgA // phr	b0707
insB5	b1893	1978518	1979021	IS1 protein InsB	UNCHARACTERIZED	insA5 // insB5 // insAB5	b1893
queA	b0405	425011	426081	tRNA preQ134 S-adenosylmethionine ribosyltransferase-isomerase	WELL-CHARACTERIZED	queA	b0405
ydfA	b1571	1648508	1648663	Qin prophage; DUF1391 domain-containing protein YdfA	UNCHARACTERIZED	dicF // ydfC // ydfB // ydfA // intQ // insD7 // ydfE // ydfD // dicB	b1571
xapR	b2405	2521593	2522477	DNA-binding transcriptional activator XapR	WELL-CHARACTERIZED	xapR	b2405
livG	b3455	3593439	3594206	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG	WELL-CHARACTERIZED	livF // livG // livM // livH // livK	b3455
manX	b1817	1902048	1903019	mannose-specific PTS enzyme IIAB component	WELL-CHARACTERIZED	manX // manY // manZ // yobD	b1817
trpL	b1265	1323038	1323082	<i>trp</i> operon leader peptide	PARTIAL	trpA // trpB // trpC // trpD // trpE // trpL	b1265
