gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C84427,Ecoli_C84427A172,199310.c0448,1.75e-156,439.0,"COG1280@1|root,COG1280@2|Bacteria,1P5IT@1224|Proteobacteria,1RYYK@1236|Gammaproteobacteria,3XMDJ@561|Escherichia",2|Bacteria,E,amino acid transmembrane transporter activity,yahN,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0034220,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1903825,GO:1905039",-,ko:K03329,-,-,-,-,"ko00000,ko02000",2.A.76.1.3,-,-,LysE,b0328
Ecoli_C251994,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C200792,Ecoli_C200792A38,199310.c1645,3.2700000000000004e-58,180.0,"COG2261@1|root,COG2261@2|Bacteria,1N72W@1224|Proteobacteria,1S8YP@1236|Gammaproteobacteria,3XQ0Y@561|Escherichia",2|Bacteria,S,Transglycosylase associated protein,ymgE,-,-,-,-,-,-,-,-,-,-,-,Transgly_assoc,b1195
Ecoli_C146980,Ecoli_C146980A156,199310.c4152,4.29e-88,259.0,"2C4HW@1|root,32T80@2|Bacteria,1N0D7@1224|Proteobacteria,1S8TE@1236|Gammaproteobacteria,3XPTF@561|Escherichia",2|Bacteria,S,regulation of nucleic acid-templated transcription,yhfY,-,-,-,-,-,-,-,-,-,-,-,-,b3382
Ecoli_C239623,,,,,,,,,,,,,,,,,,,,,,b0559
Ecoli_C44491,Ecoli_C44491A121,155864.EDL933_2947,9.620000000000001e-222,613.0,"COG1536@1|root,COG1536@2|Bacteria,1MV9X@1224|Proteobacteria,1RM9B@1236|Gammaproteobacteria,3XMFG@561|Escherichia",2|Bacteria,N,"FliG is one of three proteins (FliG, FliN, FliM) that forms the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation",fliG,"GO:0001539,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006996,GO:0008150,GO:0009288,GO:0009425,GO:0009987,GO:0016020,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0040011,GO:0042802,GO:0042803,GO:0042995,GO:0043226,GO:0043228,GO:0044085,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0044780,GO:0044781,GO:0046982,GO:0046983,GO:0048870,GO:0051179,GO:0051674,GO:0070925,GO:0071840,GO:0071944,GO:0071973,GO:0071978,GO:0097588",-,ko:K02410,"ko02030,ko02040,map02030,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"FliG_C,FliG_M,FliG_N",b1939
Ecoli_C45207,Ecoli_C45207A73,199310.c4582,7.27e-201,560.0,"COG0697@1|root,COG0697@2|Bacteria,1NHTP@1224|Proteobacteria,1RR5J@1236|Gammaproteobacteria,3XNDX@561|Escherichia",2|Bacteria,EG,EamA-like transporter family,yicL,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,EamA,b3660
Ecoli_C230612,Ecoli_C230612A0,316407.1742571,1.1500000000000002e-47,152.0,"2AV39@1|root,31KTA@2|Bacteria,1QINT@1224|Proteobacteria,1TGI5@1236|Gammaproteobacteria,3XR4E@561|Escherichia",2|Bacteria,K,This protein is a repressor of division inhibition gene dicB,dicC,-,-,ko:K22302,-,-,-,-,"ko00000,ko03000",-,-,-,P22_Cro,b1569
Ecoli_C11907,Ecoli_C11907A318,481805.EcolC_4230,0.0,1018.0,"COG1171@1|root,COG1171@2|Bacteria,1MVWJ@1224|Proteobacteria,1RMY6@1236|Gammaproteobacteria,3XN65@561|Escherichia",2|Bacteria,E,"Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short- lived. The second step is the nonenzymatic hydrolysis of the enamine imine intermediates to form 2-ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA",ilvA,"GO:0003674,GO:0003824,GO:0004794,GO:0005488,GO:0006082,GO:0006520,GO:0006549,GO:0006566,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009081,GO:0009082,GO:0009097,GO:0009987,GO:0016053,GO:0016597,GO:0016829,GO:0016840,GO:0016841,GO:0019752,GO:0019842,GO:0030170,GO:0031406,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","4.3.1.15,4.3.1.19","ko:K01751,ko:K01754","ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230",M00570,"R00220,R00996","RC00418,RC02600","ko00000,ko00001,ko00002,ko01000",-,-,"iAPECO1_1312.APECO1_2699,iECED1_1282.ECED1_3331","PALP,Thr_dehydrat_C",b3772
Ecoli_C127555,Ecoli_C127555A13,316407.85674397,2.78e-109,314.0,"2921C@1|root,2ZPKK@2|Bacteria,1REBZ@1224|Proteobacteria,1S3SZ@1236|Gammaproteobacteria,3XQ53@561|Escherichia",2|Bacteria,S,Escherichia coli O157 H7 ortholog z1656,yafX,-,-,-,-,-,-,-,-,-,-,-,Antirestrict,b0248
Ecoli_C60725,Ecoli_C60725A25,316407.85675360,8.780000000000001e-192,533.0,"29J73@1|root,3064I@2|Bacteria,1RDMI@1224|Proteobacteria,1S4XD@1236|Gammaproteobacteria",2|Bacteria,S,Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes,yfcO,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,DUF2544,
Ecoli_C19971,Ecoli_C19971A126,481805.EcolC_1715,1.64e-278,769.0,"COG1345@1|root,COG1345@2|Bacteria,1MUVP@1224|Proteobacteria,1RS2S@1236|Gammaproteobacteria,3XMUS@561|Escherichia",2|Bacteria,N,"morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end",fliD,"GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009420,GO:0009421,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0071978,GO:0097588",-,ko:K02407,"ko02040,map02040",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"Flagellin_IN,FliD_C,FliD_N",b1924
Ecoli_C19730,Ecoli_C19730A57,155864.EDL933_5554,1.14e-307,843.0,"COG1113@1|root,COG1113@2|Bacteria,1MUPS@1224|Proteobacteria,1RPFT@1236|Gammaproteobacteria,3XMYN@561|Escherichia",2|Bacteria,E,"Permease that is involved in the transport across the cytoplasmic membrane of D-alanine, D-serine and glycine",cycA,"GO:0001761,GO:0001762,GO:0003333,GO:0003674,GO:0005215,GO:0005326,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015180,GO:0015187,GO:0015238,GO:0015318,GO:0015711,GO:0015804,GO:0015807,GO:0015808,GO:0015816,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0022858,GO:0022889,GO:0032328,GO:0032329,GO:0034220,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0042940,GO:0042941,GO:0042942,GO:0042943,GO:0042944,GO:0042945,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903825,GO:1905039",-,"ko:K03293,ko:K11737",-,-,-,-,"ko00000,ko02000","2.A.3.1,2.A.3.1.7",-,"iECO111_1330.ECO111_5093,iECO26_1355.ECO26_5376,iEcHS_1320.EcHS_A4458,iSbBS512_1146.SbBS512_E4749,iYL1228.KPN_04601",AA_permease,b4208
Ecoli_C129090,Ecoli_C129090A0,316407.1800034,2.3800000000000003e-109,315.0,"COG2003@1|root,COG2003@2|Bacteria,1MW2D@1224|Proteobacteria,1S0RG@1236|Gammaproteobacteria,3XQMM@561|Escherichia",2|Bacteria,E,Belongs to the UPF0758 family,radC,-,-,ko:K03630,-,-,-,-,ko00000,-,-,-,RadC,b2644
Ecoli_C5605,Ecoli_C5605A132,316407.1742153,0.0,1325.0,"COG1554@1|root,COG1554@2|Bacteria,1MWJE@1224|Proteobacteria,1RPN6@1236|Gammaproteobacteria,3XPHE@561|Escherichia",2|Bacteria,G,carbohydrate binding,ycjT,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0016787,GO:0030312,GO:0044464,GO:0071944","2.4.1.230,2.4.1.64,2.4.1.8,3.2.1.28,5.4.2.6","ko:K00691,ko:K01194,ko:K01838,ko:K04844,ko:K05342,ko:K10231","ko00500,ko01100,map00500,map01100",-,"R00010,R01555,R02727,R02728,R11310","RC00049,RC00408","ko00000,ko00001,ko00537,ko01000",-,"GH37,GH65",-,"Glyco_hydro_65C,Glyco_hydro_65N,Glyco_hydro_65m,HAD_2",b1316
Ecoli_C69901,Ecoli_C69901A50,199310.c1044,3.1e-155,437.0,"COG2323@1|root,COG2323@2|Bacteria,1MW5I@1224|Proteobacteria,1RS6M@1236|Gammaproteobacteria,3XPE8@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF421),ycaP,-,-,-,-,-,-,-,-,-,-,-,DUF421,
Ecoli_C42510,Ecoli_C42510A171,316407.85674535,6.01e-211,585.0,"COG1940@1|root,COG1940@2|Bacteria,1MU94@1224|Proteobacteria,1RQ3P@1236|Gammaproteobacteria,3XNWZ@561|Escherichia",2|Bacteria,GK,"Catalyzes the phosphorylation of fructose to fructose-6- P. Has also low level glucokinase activity in vitro. Is not able to phosphorylate D-ribose, D-mannitol, D-sorbitol, inositol, and L-threonine",mak,"GO:0003674,GO:0003824,GO:0004396,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019200,GO:0019318,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045127,GO:0046835,GO:0071704","2.7.1.2,2.7.1.4,2.7.1.59","ko:K00845,ko:K00847,ko:K00884","ko00010,ko00051,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00051,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R00760,R00867,R01201,R01600,R01786,R03920","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,"iE2348C_1286.E2348C_1211,iECSE_1348.ECSE_0415,iEcHS_1320.EcHS_A0462,iPC815.YPO3211,iS_1188.S0338,iYL1228.KPN_00337",ROK,b0394
Ecoli_C78882,Ecoli_C78882A96,198214.SF0409,3.24e-146,413.0,"COG1309@1|root,COG1309@2|Bacteria,1N659@1224|Proteobacteria,1RPXN@1236|Gammaproteobacteria",2|Bacteria,K,transcriptional regulator,acrR,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0042493,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,"ko:K03577,ko:K18129,ko:K18135","ko01501,map01501","M00643,M00647",-,-,"ko00000,ko00001,ko00002,ko01504,ko03000",-,-,-,"TetR_C_2,TetR_N",b0464
Ecoli_C137855,Ecoli_C137855A3,155864.EDL933_3069,9.110000000000001e-86,272.0,"COG1629@1|root,COG4771@2|Bacteria,1MUC1@1224|Proteobacteria,1S0MR@1236|Gammaproteobacteria,3XRI6@561|Escherichia",2|Bacteria,P,Outer membrane protein beta-barrel family,-,-,-,"ko:K02014,ko:K16087",-,-,-,-,"ko00000,ko02000","1.B.14,1.B.14.2",-,-,"Plug,TonB_dep_Rec",
Ecoli_C97642,Ecoli_C97642A121,198214.SF1979,1.4799999999999998e-128,366.0,"COG1881@1|root,COG1881@2|Bacteria,1N0Y4@1224|Proteobacteria,1S400@1236|Gammaproteobacteria",2|Bacteria,S,PFAM PEBP family protein,ybcL,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044424,GO:0044464",-,ko:K06910,-,-,-,-,ko00000,-,-,-,PBP,b0545
Ecoli_C98833,,,,,,,,,,,,,,,,,,,,,,b0689
Ecoli_C210958,Ecoli_C210958A16,500640.CIT292_10101,4.23e-35,122.0,"COG3036@1|root,COG3036@2|Bacteria,1N709@1224|Proteobacteria,1SDRD@1236|Gammaproteobacteria,3WYU7@544|Citrobacter",2|Bacteria,S,Domain of unknown function,arfA,"GO:0000049,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0006412,GO:0006414,GO:0006417,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032268,GO:0034248,GO:0034641,GO:0034645,GO:0043021,GO:0043023,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044877,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0072344,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112",-,ko:K09890,-,-,-,-,"ko00000,ko03012",-,-,-,DUF331,b4550
Ecoli_C43617,Ecoli_C43617A37,362663.ECP_3420,4.33e-227,627.0,"COG3156@1|root,COG3156@2|Bacteria,1RC9P@1224|Proteobacteria,1T072@1236|Gammaproteobacteria,3XPI1@561|Escherichia",2|Bacteria,U,Type II secretion system,gspK,-,-,ko:K02460,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSK,b3332
Ecoli_C50391,Ecoli_C50391A0,316407.85676413,2.6400000000000003e-215,595.0,"COG0438@1|root,COG0438@2|Bacteria,1MYWC@1224|Proteobacteria,1T3WU@1236|Gammaproteobacteria",2|Bacteria,M,"transferase activity, transferring glycosyl groups",-,"GO:0000271,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0046401,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509",-,ko:K12986,-,-,-,-,"ko00000,ko01000,ko01003,ko01005",-,GT8,-,-,b3629
Ecoli_C77003,Ecoli_C77003A195,198214.SF0258,1.47e-156,442.0,"COG1556@1|root,COG1556@2|Bacteria,1N67T@1224|Proteobacteria,1RNC6@1236|Gammaproteobacteria",2|Bacteria,S,LUD domain,lutC,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,ko:K00782,-,-,-,-,ko00000,-,-,"iECO111_1330.ECO111_0342,iECO26_1355.ECO26_0342",LUD_dom,
Ecoli_C59362,Ecoli_C59362A220,155864.EDL933_0605,1.48e-195,542.0,"2DBVD@1|root,2ZBAJ@2|Bacteria,1N0UA@1224|Proteobacteria,1S1HZ@1236|Gammaproteobacteria,3XQE1@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF2877),ylbF,-,-,-,-,-,-,-,-,-,-,-,DUF2877,
Ecoli_C182226,Ecoli_C182226A67,198214.SF0796,1.13e-48,157.0,"2DZVA@1|root,32VJW@2|Bacteria,1N6A5@1224|Proteobacteria,1SBQ1@1236|Gammaproteobacteria",2|Bacteria,-,-,ybjH,-,-,-,-,-,-,-,-,-,-,-,-,b0843
Ecoli_C51647,Ecoli_C51647A114,199310.c0234,9.79e-195,541.0,"COG0791@1|root,COG0791@2|Bacteria,1RA8M@1224|Proteobacteria,1S2BB@1236|Gammaproteobacteria,3XQMF@561|Escherichia",2|Bacteria,M,cysteine-type peptidase activity,yaeF,-,-,-,-,-,-,-,-,-,-,-,"CHAP,NLPC_P60,Peptidase_C92",b0193
Ecoli_C204943,Ecoli_C204943A23,155864.EDL933_0644,3.38e-50,159.0,"2DY8N@1|root,32V4Y@2|Bacteria,1N36C@1224|Proteobacteria,1SA9U@1236|Gammaproteobacteria,3XQ02@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF1158),ybdJ,-,-,-,-,-,-,-,-,-,-,-,DUF1158,
Ecoli_C84133,Ecoli_C84133A158,316407.4062477,2.73e-131,374.0,"COG2249@1|root,COG2249@2|Bacteria,1MUHN@1224|Proteobacteria,1S24D@1236|Gammaproteobacteria",2|Bacteria,S,NAD(P)H dehydrogenase (quinone),ycaK,"GO:0000166,GO:0003674,GO:0003824,GO:0003955,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006091,GO:0008150,GO:0008152,GO:0008753,GO:0009055,GO:0009987,GO:0010181,GO:0016491,GO:0016651,GO:0016655,GO:0022898,GO:0022900,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032553,GO:0032879,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0036094,GO:0043167,GO:0043168,GO:0043269,GO:0043270,GO:0044093,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0048518,GO:0050660,GO:0050662,GO:0050789,GO:0051049,GO:0051050,GO:0055114,GO:0065007,GO:0065009,GO:0097159,GO:0097367,GO:1901265,GO:1901363",1.6.5.2,"ko:K00355,ko:K03923,ko:K11746,ko:K11748","ko00130,ko01110,ko05200,ko05225,ko05418,map00130,map01110,map05200,map05225,map05418",-,"R02964,R03643,R03816",RC00819,"ko00000,ko00001,ko01000,ko02000","2.A.37.1.1,2.A.37.1.2",-,iLF82_1304.LF82_1283,Flavodoxin_2,b0901
Ecoli_C146571,,,,,,,,,,,,,,,,,,,,,,b3330
Ecoli_C11687,Ecoli_C11687A203,155864.EDL933_2195,0.0,934.0,"COG1113@1|root,COG1113@2|Bacteria,1MUPS@1224|Proteobacteria,1RPHF@1236|Gammaproteobacteria,3XP2B@561|Escherichia",2|Bacteria,E,amino acid transport,ansP,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K03293,ko:K11738",-,-,-,-,"ko00000,ko02000","2.A.3.1,2.A.3.1.8",-,"iAF1260.b1453,iBWG_1329.BWG_1279,iEC55989_1330.EC55989_1586,iECDH10B_1368.ECDH10B_1583,iECDH1ME8569_1439.ECDH1ME8569_1396,iECH74115_1262.ECH74115_2059,iECSP_1301.ECSP_1934,iEcDH1_1363.EcDH1_2193,iEcHS_1320.EcHS_A1540,iJO1366.b1453,iSbBS512_1146.SbBS512_E1725,iY75_1357.Y75_RS07645,iYL1228.KPN_01906",AA_permease,b1453
Ecoli_C32443,Ecoli_C32443A88,469008.B21_00491,8.1e-279,762.0,"COG0582@1|root,COG0582@2|Bacteria,1MWBN@1224|Proteobacteria,1RPD0@1236|Gammaproteobacteria,3XN2J@561|Escherichia",2|Bacteria,L,"Integrase from the cryptic lambdoic prophage DLP12. Integrase is necessary for integration of the phage into the host genome by site-specific recombination. In conjunction with excisionase, integrase is also necessary for excision of the prophage from the host genome",intD,"GO:0000150,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008907,GO:0008979,GO:0009009,GO:0009987,GO:0015074,GO:0016032,GO:0019042,GO:0019043,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051704,GO:0071704,GO:0075713,GO:0090304,GO:0140097,GO:1901360",-,-,-,-,-,-,-,-,-,-,Phage_integrase,b0537
Ecoli_C197654,Ecoli_C197654A1,481805.EcolC_2877,7.08e-60,189.0,"28MEG@1|root,2ZAS3@2|Bacteria,1QJWH@1224|Proteobacteria,1RY3Q@1236|Gammaproteobacteria,3XQJW@561|Escherichia",2|Bacteria,L,YqaJ-like viral recombinase domain,exo,-,3.1.11.3,ko:K01143,-,-,-,-,"ko00000,ko01000",-,-,-,YqaJ,
Ecoli_C9462,Ecoli_C9462A547,469008.B21_03153,0.0,1117.0,"COG0475@1|root,COG1226@1|root,COG0475@2|Bacteria,COG1226@2|Bacteria,1MV34@1224|Proteobacteria,1RNVR@1236|Gammaproteobacteria,3XNFT@561|Escherichia",2|Bacteria,P,Pore-forming subunit of a potassium efflux system that confers protection against electrophiles. Catalyzes K( ) H( ) antiport,kefB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0071944,GO:0098655,GO:0098660,GO:0098662",-,"ko:K03455,ko:K11745,ko:K11747",-,-,-,-,"ko00000,ko02000","2.A.37,2.A.37.1.1,2.A.37.1.2",-,"iB21_1397.B21_03153,iEC55989_1330.EC55989_3754,iECBD_1354.ECBD_0398,iECB_1328.ECB_03201,iECD_1391.ECD_03201,iECO26_1355.ECO26_4439,iECOK1_1307.ECOK1_0046,iECS88_1305.ECS88_0050,iECSE_1348.ECSE_3612,iECW_1372.ECW_m3606,iEKO11_1354.EKO11_0394,iEcHS_1320.EcHS_A3547,iSFV_1184.SFV_3356,iSSON_1240.SSON_3481,iUMN146_1321.UM146_23015,iUTI89_1310.UTI89_C0053,iWFL_1372.ECW_m3606,iYL1228.KPN_03736","Na_H_Exchanger,TrkA_N",b3350
Ecoli_C256428,Ecoli_C256428A42,316407.85675018,1.54e-29,105.0,"2BVP3@1|root,332DR@2|Bacteria,1NEUJ@1224|Proteobacteria,1SFD3@1236|Gammaproteobacteria",2|Bacteria,S,Overexpression increases levels of unsaturated fatty acids and suppresses both the temperature-sensitive fabA6 mutation and cold-sensitive secG null mutation,gnsB,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0042802,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,GnsAB_toxin,b1550
Ecoli_C24529,Ecoli_C24529A750,469008.B21_01657,3.9899999999999996e-307,838.0,"COG0644@1|root,COG0644@2|Bacteria,1MVU6@1224|Proteobacteria,1RNY5@1236|Gammaproteobacteria,3XNRE@561|Escherichia",2|Bacteria,C,electron transfer flavoprotein-quinone oxidoreductase ydiS,ydiS,-,-,ko:K00313,-,-,-,-,"ko00000,ko01000",-,-,-,"DAO,FAD_binding_2,FAD_binding_3,Trp_halogenase",b1699
Ecoli_C35900,Ecoli_C35900A200,316407.4062251,1.3099999999999999e-228,632.0,"COG0583@1|root,COG0583@2|Bacteria,1Q6Q3@1224|Proteobacteria,1RV8G@1236|Gammaproteobacteria,3XNG9@561|Escherichia",2|Bacteria,K,DNA-binding transcription factor activity,ybeF,"GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate",b0629
Ecoli_C95700,Ecoli_C95700A338,316407.85675777,4.8299999999999996e-120,344.0,"COG3149@1|root,COG3149@2|Bacteria,1N8VZ@1224|Proteobacteria,1S8X3@1236|Gammaproteobacteria,3XNEI@561|Escherichia",2|Bacteria,U,"involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins",gspM,"GO:0008150,GO:0009405,GO:0044419,GO:0051704",-,ko:K02462,"ko03070,ko05111,map03070,map05111",M00331,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.15,-,-,T2SSM,b2968
